HBNAME,Site,Date,Date.Analysed,SW.Sample.Number,N1.Description,N1.Reported.Value,N1.Sample.1,N1.Sample.2,N1.Sample.3,Calculated.Mean,Standard.Deviation,Flow..l.day.,Ammonia..mg.l.,pH.Value,Modelled.Flow..l.day.,Million.Gene.Copies.Per.Person.per.Day,Analysis.Lab,X.Row.Count.,logMillion
Greater Glasgow and Clyde,Daldowie,2022-01-07,10/01/2022,15762847,Positive,421873,439788.7,403958.1,NA,421873.4,25336.09,NA,15.17,NA,109660065.9,219.2408,SEPA - Low Volume,1,5.3901707816
Greater Glasgow and Clyde,Daldowie,2022-01-10,11/01/2022,15766051,Positive,133028,139727,126329.1,NA,133028.1,9473.785,NA,6.34,NA,181214152.2,114.2421,SEPA - Low Volume,1,4.7383198446
Greater Glasgow and Clyde,Daldowie,2022-01-11,12/01/2022,15770027,Positive,101019,94535.96,107502.6,NA,101019.3,9168.792,NA,12.59,NA,122084313.5,58.44601,SEPA - Low Volume,1,4.0681034551
Greater Glasgow and Clyde,Daldowie,2022-01-12,13/01/2022,15772312,Positive,157307,122324.2,192291.4,NA,157307.8,49474.26,NA,11.29,NA,129990136.3,96.90616,SEPA - Low Volume,1,4.5737430414
Greater Glasgow and Clyde,Dalmarnock,2021-01-15,18/01/2021,14568583,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,9.07,7.1,104006889.4,NA,SEPA,1,NA
Greater Glasgow and Clyde,Dalmarnock,2021-01-27,29/01/2021,14601856,Positive,21582,22079.22,12368.52,30298.6,21582.11,8975.369,NA,18.7,NA,68571970.9,10.38138,Roslin,1,2.3400137201
Greater Glasgow and Clyde,Dalmarnock,2021-02-03,04/02/2021,14615288,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,12.41,NA,86829547.6,NA,SEPA,1,NA
Greater Glasgow and Clyde,Dalmarnock,2021-02-10,15/02/2021,14641444,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,11.04,NA,92878758.1,NA,SEPA,1,NA
Greater Glasgow and Clyde,Dalmarnock,2021-02-17,19/02/2021,14663872,Positive,94128,103042.7,85213.67,NA,94128.19,12607.04,NA,12.77,NA,85411712,56.39643,SEPA,1,4.0324058974
Greater Glasgow and Clyde,Dalmarnock,2021-02-24,25/02/2021,14688676,Positive,52411,52411.29,NA,NA,52411.29,NA,NA,10.74,NA,94363695.6,34.69319,SEPA,1,3.5465435007
Greater Glasgow and Clyde,Dalmarnock,2021-03-02,04/03/2021,14703324,Positive,72450,77559.65,67342.34,NA,72450.99,7224.726,NA,15.35,NA,76825640.8,39.04496,SEPA,1,3.6647139095
Greater Glasgow and Clyde,Dalmarnock,2021-03-10,11/03/2021,14733913,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,16.39,NA,73980064.5,NA,SEPA,1,NA
Greater Glasgow and Clyde,Dalmarnock,2021-03-10,12/03/2021,14733913,Positive,22874,22874.81,NA,NA,22874.81,NA,NA,16.39,NA,73980064.5,11.87098,SEPA,1,2.4740971308
Greater Glasgow and Clyde,Dalmarnock,2021-03-18,19/03/2021,14748891,Positive,45941,50220.16,41663.1,NA,45941.63,6050.75,NA,14.48,NA,79450236.4,25.60449,SEPA,1,3.2427676585
Greater Glasgow and Clyde,Dalmarnock,2021-03-25,26/03/2021,14765075,Positive,27003,28701.52,25306,NA,27003.76,2400.99,NA,19.74,NA,66468164.4,12.59077,SEPA,1,2.5329643266
Greater Glasgow and Clyde,Dalmarnock,2021-04-02,07/04/2021,14786939,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,11.55,NA,90494997.9,NA,SEPA,1,NA
Greater Glasgow and Clyde,Dalmarnock,2021-04-07,09/04/2021,14810730,Positive (DNQ),8788,8165.204,9411.019,NA,8788.111,880.924,NA,19.12,NA,67700665.4,4.173525,SEPA,1,1.4287609209
Greater Glasgow and Clyde,Dalmarnock,2021-04-12,14/04/2021,14834321,Positive,23115,23115.59,NA,NA,23115.59,NA,NA,19.81,NA,66332840.2,10.75593,SEPA,1,2.3754574332
Greater Glasgow and Clyde,Dalmarnock,2021-04-27,28/04/2021,14869762,Positive,14420,14420.36,NA,NA,14420.36,NA,NA,20.81,NA,64478513.4,6.522374,SEPA,1,1.8752383939
Greater Glasgow and Clyde,Dalmarnock,2021-05-05,06/05/2021,14894481,Positive (DNQ),7421,7210.271,7632.3,NA,7421.286,298.4192,NA,17.25,NA,71833588.5,3.739566,SEPA,1,1.3189695717
Greater Glasgow and Clyde,Dalmarnock,2021-05-10,11/05/2021,14914141,Positive,34154,35184.52,33125.4,NA,34154.96,1456.02,NA,16.03,NA,74932101.2,17.95297,SEPA,1,2.8877553228
Greater Glasgow and Clyde,Dalmarnock,2021-06-07,08/06/2021,15013748,Positive,52676,61036.64,44315.83,NA,52676.23,11823.4,NA,18.23,NA,69584312.2,25.71228,SEPA,1,3.2469686385
Greater Glasgow and Clyde,Dalmarnock,2021-06-09,10/06/2021,15020369,Positive,60788,42165.25,79412.71,NA,60788.98,26337.93,NA,20.3,NA,65406235.4,27.89064,SEPA,1,3.3282912389
Greater Glasgow and Clyde,Dalmarnock,2021-06-16,17/06/2021,15042131,Positive,21492,21186.11,21798.91,NA,21492.51,433.3153,NA,20.32,NA,65369164,9.855406,SEPA,1,2.2880201758
Greater Glasgow and Clyde,Dalmarnock,2021-06-18,21/06/2021,15032213,Positive,64449,66411.92,62486.26,NA,64449.09,2775.856,NA,20.09,NA,65798990,29.7475,SEPA,1,3.3927451882
Greater Glasgow and Clyde,Dalmarnock,2021-06-21,22/06/2021,15057384,Positive,55171,53598.98,56744.48,NA,55171.73,2224.21,NA,21.16,NA,63862311.9,24.71586,SEPA,1,3.2074451504
Greater Glasgow and Clyde,Dalmarnock,2021-06-24,25/06/2021,15061221,Positive,109902,107021.8,112782.6,NA,109902.2,4073.512,NA,27.67,NA,54723685.1,42.18872,SEPA,1,3.7421529587
Greater Glasgow and Clyde,Dalmarnock,2021-06-28,29/06/2021,15092655,Positive,137303,134300.9,140306.5,NA,137303.7,4246.603,NA,23.68,NA,59856426.3,57.65109,SEPA,1,4.0544091337
Greater Glasgow and Clyde,Dalmarnock,2021-07-01,02/07/2021,15090333,Positive,287728,310811.7,264645.8,NA,287728.8,32644.17,NA,27.45,NA,54975767,110.9607,SEPA,1,4.7091757981
Greater Glasgow and Clyde,Dalmarnock,2021-07-05,06/07/2021,15123028,Positive,319612,320557.3,318667.6,NA,319612.5,1336.284,NA,18.43,NA,69148557.7,155.032,SEPA - Low Volume,1,5.043631467
Greater Glasgow and Clyde,Dalmarnock,2021-07-08,09/07/2021,15120905,Positive,113224,138161.5,88288.46,NA,113225,35265.59,NA,17.19,NA,71977834.6,57.16834,SEPA - Low Volume,1,4.0460002648
Greater Glasgow and Clyde,Dalmarnock,2021-07-12,13/07/2021,15143451,Positive,329167,285565.8,372769.2,NA,329167.5,61662.16,NA,15.11,NA,77525837.8,179.0103,SEPA - Low Volume,1,5.1874431101
Greater Glasgow and Clyde,Dalmarnock,2021-07-19,20/07/2021,15171083,Positive,174583,186241.6,162925.4,NA,174583.5,16487.04,NA,18.39,NA,69235110.9,84.78991,SEPA - Low Volume,1,4.4401765446
Greater Glasgow and Clyde,Dalmarnock,2021-07-30,02/08/2021,NA,Positive,222315,234173.7,210457.4,NA,222315.6,16769.95,NA,NA,NA,NA,121.1911,SEPA - Low Volume,1,4.7973685632
Greater Glasgow and Clyde,Dalmarnock,2021-08-11,12/08/2021,15242339,Positive,46509,47911,45107,NA,46509,1982.727,NA,9.7,NA,100062450.7,32.64545,SEPA - Low Volume,1,3.4857054354
Greater Glasgow and Clyde,Dalmarnock,2021-08-16,17/08/2021,15253184,Positive,245754,221902.8,269607.2,NA,245755,33732.12,NA,15.61,NA,76086303.3,131.1666,SEPA - Low Volume,1,4.8764683685
Greater Glasgow and Clyde,Dalmarnock,2021-08-18,19/08/2021,15262482,Positive,361123,415446.3,306801.2,NA,361123.7,76823.67,NA,19.6,NA,66741094.5,169.069,SEPA - Low Volume,1,5.130306635
Greater Glasgow and Clyde,Dalmarnock,2021-08-25,26/08/2021,15290206,Positive,264205,266354.4,262056.6,NA,264205.5,3038.983,NA,18.87,NA,68215619.4,126.4271,SEPA - Low Volume,1,4.8396659506
Greater Glasgow and Clyde,Dalmarnock,2021-08-30,31/08/2021,15309733,Positive,1098979,1110610,1087348,NA,1098979,16448.66,NA,17.93,NA,70252259.8,541.5821,SEPA - Low Volume,1,6.2944947373
Greater Glasgow and Clyde,Dalmarnock,2021-08-31,01/09/2021,15298088,Positive,549909,558883.2,540936,NA,549909.6,12690.62,NA,22.91,NA,61006537.4,235.3326,SEPA - Low Volume,1,5.4610000086
Greater Glasgow and Clyde,Dalmarnock,2021-09-08,09/09/2021,15331190,Positive,815348,781052.2,849644.1,NA,815348.2,48501.84,NA,27.18,NA,55289525.7,316.2281,SEPA - Low Volume,1,5.7564637953
Greater Glasgow and Clyde,Dalmarnock,2021-09-10,13/09/2021,15339929,Positive,752865,757555.6,748175.9,NA,752865.7,6632.426,NA,16.95,NA,72562846.5,383.2184,SEPA - Low Volume,1,5.948605018
Greater Glasgow and Clyde,Dalmarnock,2021-09-17,20/09/2021,15351825,Positive,238238,223588.6,252888.4,NA,238238.5,20718.1,NA,14.76,NA,78578973.9,131.3206,SEPA - Low Volume,1,4.8776414852
Greater Glasgow and Clyde,Dalmarnock,2021-09-24,27/09/2021,15389221,Positive,290834,297143,284526.6,NA,290834.8,8921.125,NA,22.14,NA,62219221.9,126.9362,SEPA - Low Volume,1,4.8436845558
Greater Glasgow and Clyde,Dalmarnock,2021-09-28,29/09/2021,15400409,Positive,199017,197904.6,200130.7,NA,199017.6,1574.109,NA,12.64,NA,85916363.9,119.9449,SEPA - Low Volume,1,4.7870328003
Greater Glasgow and Clyde,Dalmarnock,2021-10-01,04/10/2021,15415052,Positive,135776,133837.9,137714.4,NA,135776.1,2741.048,NA,8.9,NA,105146078,100.1454,SEPA - Low Volume,1,4.6066232695
Greater Glasgow and Clyde,Dalmarnock,2021-10-06,07/10/2021,15443573,Positive,109195,102307.9,116083.4,NA,109195.7,9740.719,NA,12.51,NA,86429261.1,66.20346,SEPA - Low Volume,1,4.1927327033
Greater Glasgow and Clyde,Dalmarnock,2021-10-08,11/10/2021,15428502,Positive,188354,191764,184945.8,NA,188354.9,4821.154,NA,12,NA,88525382.1,116.9659,SEPA - Low Volume,1,4.76188228
Greater Glasgow and Clyde,Dalmarnock,2021-10-11,12/10/2021,15466241,Positive,128095,103983.6,152206.5,NA,128095.1,34098.72,NA,9.6,NA,100661228.9,90.45012,SEPA - Low Volume,1,4.5047985654
Greater Glasgow and Clyde,Dalmarnock,2021-10-13,14/10/2021,15526548,Positive,40380,33202.13,47558.82,NA,40380.47,10151.72,NA,11.45,NA,90949189.5,25.76231,SEPA - Low Volume,1,3.2489124537
Greater Glasgow and Clyde,Dalmarnock,2021-10-15,18/10/2021,15453740,Positive,95060,98500.16,91621.1,NA,95060.63,4864.228,NA,10.32,NA,96556007.1,64.38645,SEPA - Low Volume,1,4.1649032145
Greater Glasgow and Clyde,Dalmarnock,2021-10-18,19/10/2021,15482113,Positive,74546,91262.35,57830.92,NA,74546.64,23639.59,NA,12.72,NA,85604846.9,44.76524,SEPA - Low Volume,1,3.8014319148
Greater Glasgow and Clyde,Dalmarnock,2021-10-19,20/10/2021,15526616,Positive,57287,43236.37,71338.92,NA,57287.65,19871.5,NA,13.73,NA,81920674.3,32.9207,SEPA - Low Volume,1,3.4941015019
Greater Glasgow and Clyde,Dalmarnock,2021-10-25,26/10/2021,15527203,Positive,126806,150529,103083.9,NA,126806.5,33548.72,NA,10.86,NA,93761967,83.40319,SEPA - Low Volume,1,4.4236864995
Greater Glasgow and Clyde,Dalmarnock,2022-01-11,12/01/2022,15768167,Positive,44753,44138.44,45368.11,NA,44753.27,869.5108,NA,5.91,NA,133094494.4,41.78298,SEPA - Low Volume,1,3.7324890202
Greater Glasgow and Clyde,Dalmarnock,2022-01-12,14/01/2022,15770030,Positive,129101,143116.2,115087.1,NA,129101.6,19819.6,NA,NA,NA,NA,70.3773,SEPA - Low Volume,1,4.2538707148
Greater Glasgow and Clyde,Dalmarnock,2022-01-13,14/01/2022,NA,Positive,171395,174571.5,168218.8,NA,171395.1,4492.009,NA,NA,NA,NA,93.43278,SEPA - Low Volume,1,4.5372422874
Greater Glasgow and Clyde,Dalmuir,2020-05-29,(Empty),13953044,Weak Positive,569,782.0787,924.7054,NA,853.3921,100.8523,160444800,NA,NA,NA,0.3197827,SEPA,1,-1.1401135853
Greater Glasgow and Clyde,Dalmuir,2020-06-09,(Empty),13953046,Negative,0,608.3347,NA,NA,608.3347,NA,158630400,NA,NA,NA,0,SEPA,1,-5
Greater Glasgow and Clyde,Dalmuir,2020-06-30,(Empty),13953049,Negative,0,NA,NA,NA,NA,NA,376358400,NA,NA,NA,0,SEPA,1,-5
Greater Glasgow and Clyde,Dalmuir,2020-08-18,(Empty),14101945,Positive (DNQ),1737.5,NA,1055.112,3474.558,2264.835,1710.807,175996800,18.99,7.2,208835687.1,0.9309408,SEPA,1,-0.0715595979
Greater Glasgow and Clyde,Dalmuir,2020-08-25,(Empty),14101946,Positive (DNQ),10913,12129.19,10027.1,10583.13,10913.14,1089.209,252460800,17.41,7.3,216379331.7,6.434642,SEPA,1,1.8616962374
Greater Glasgow and Clyde,Dalmuir,2020-09-01,(Empty),14101955,Positive (DNQ),9130,10871.66,6410.286,10106.96,9129.635,2385.862,233366400,17.53,7.2,215773033.7,4.97591,SEPA,1,1.6046081833
Greater Glasgow and Clyde,Dalmuir,2020-09-08,(Empty),14101954,Positive,14977,15533.38,14432.68,14965.71,14977.26,550.4408,247795200,9.23,7.2,280411949.6,8.66774,SEPA,1,2.1596081073
Greater Glasgow and Clyde,Dalmuir,2020-09-16,(Empty),14101947,Positive (DNQ),1863.407,1662.714,1756.709,2172.016,1863.813,271.0177,335059200,11.61,7.2,255327556.5,1.458494,SEPA,1,0.3774043025
Greater Glasgow and Clyde,Dalmuir,2020-09-22,(Empty),14101948,Positive,24505,27262.59,24636.06,21617.2,24505.28,2824.966,200707200,20.72,7.4,201528764,11.48691,SEPA,1,2.4412085506
Greater Glasgow and Clyde,Dalmuir,2020-09-29,(Empty),14101949,Positive,59329,56522,49068,72394,59328,11913.47,165715200,24.27,7.2,188921513.3,22.96163,SEPA,1,3.1338247027
Greater Glasgow and Clyde,Dalmuir,2020-10-06,(Empty),14101950,Positive,73533,71494.24,77905.29,71200.92,73533.48,3788.938,367286400,12.72,7.3,245979413.1,63.07695,SEPA,1,4.1443554761
Greater Glasgow and Clyde,Dalmuir,2020-10-13,(Empty),14101951,Positive,39797,44013.25,30315.95,45062.27,39797.16,8227.701,190080000,12.53,7.2,247496304,17.66726,SEPA,1,2.8717131884
Greater Glasgow and Clyde,Dalmuir,2020-10-20,(Empty),14101952,Positive,73624,78918.01,71143.08,70812.03,73624.37,4587.41,210038400,7.01,7,313765590.7,36.11612,SEPA,1,3.5867391692
Greater Glasgow and Clyde,Dalmuir,2020-10-28,(Empty),14101953,Positive (DNQ),3417.95,1636.125,2574.883,6042.841,3417.95,2321.176,341884800,6.14,7.2,331218211.1,2.729142,SEPA,1,1.0039874498
Greater Glasgow and Clyde,Dalmuir,2020-11-03,(Empty),14017199,Positive,16141,14564.34,10496.52,23362.03,16140.96,6576.069,370051200,NA,NA,NA,13.94993,SEPA,1,2.6354744167
Greater Glasgow and Clyde,Dalmuir,2020-11-10,(Empty),14017200,Positive,53355,51934.38,54740.63,53390.66,53355.23,1403.461,217900800,NA,NA,NA,27.15292,SEPA,1,3.3014845108
Greater Glasgow and Clyde,Dalmuir,2020-11-17,(Empty),14017201,Positive,37429,35020.69,36552.48,40715.72,37429.63,2947.098,371520000,NA,NA,NA,32.47719,SEPA,1,3.4805380134
Greater Glasgow and Clyde,Dalmuir,2020-11-24,(Empty),14017202,Positive,37630,30290.53,44970.16,37630.35,37630.35,7339.813,NA,NA,NA,NA,22.01553,SEPA,1,3.091748158
Greater Glasgow and Clyde,Dalmuir,2020-12-01,(Empty),14517863,Positive,50580,45881.48,52976.81,52883.91,50580.74,4069.941,255571200,15.22,7.3,228594379.2,30.19102,SEPA,1,3.4075444939
Greater Glasgow and Clyde,Dalmuir,2020-12-08,(Empty),14517865,Positive,35463,34383.74,36858.89,35146.09,35462.91,1267.622,288403200,14.54,7.2,232902593.9,23.88664,SEPA,1,3.1733194398
Greater Glasgow and Clyde,Dalmuir,2020-12-16,(Empty),14567812,Positive,16017,16987.42,13930.54,17133.13,16017.03,1808.421,361411200,8.17,7,294739657.5,13.51961,SEPA,1,2.6041415301
Greater Glasgow and Clyde,Dalmuir,2020-12-29,05/01/2021,14517868,Positive,77744,72628.8,79033.97,81570.38,77744.38,4608.17,325123200,10.35,7.3,267595248.8,59.03339,SEPA,1,4.0781031643
Greater Glasgow and Clyde,Dalmuir,2021-01-05,06/01/2021,14517869,Positive,73555,70703.5,60015.16,89946.34,73555,15167.96,205977600,19.07,7.3,208477365.3,35.38449,SEPA,1,3.5662735546
Greater Glasgow and Clyde,Dalmuir,2021-01-06,12/01/2021,14517870,Positive,112772,123259.9,108143.6,106915.1,112772.9,9102.802,196905600,20.12,7.2,203962438.5,51.8613,SEPA,1,3.9485727605
Greater Glasgow and Clyde,Dalmuir,2021-01-12,14/01/2021,14517872,Positive,144743,152641.7,136845.6,NA,144743.7,11169.52,338169600,11.67,7.1,254790488.5,114.318,SEPA,1,4.7389844723
Greater Glasgow and Clyde,Dalmuir,2021-01-13,14/01/2021,14517873,Positive,157615,161875.8,153354.6,NA,157615.2,6025.382,252806400,14.65,7.2,232186638.2,93.06083,SEPA,1,4.5332533791
Greater Glasgow and Clyde,Dalmuir,2021-01-14,18/01/2021,14517874,Positive,101632,109141.3,94123.45,NA,101632.4,10619.21,330480000,9.91,7.2,272386386.3,78.44367,SEPA,1,4.3623808225
Greater Glasgow and Clyde,Dalmuir,2021-01-18,19/01/2021,14517875,Positive,79476,76732.12,82221.87,NA,79476.99,3881.838,361670400,7.52,7.3,304892127.2,67.13286,SEPA,1,4.2066735816
Greater Glasgow and Clyde,Dalmuir,2021-01-19,21/01/2021,14517876,Positive,24310,19555.34,24209.28,29167.16,24310.59,4806.711,362534400,7.94,7.2,298197899.2,20.5838,Roslin,1,3.0245041748
Greater Glasgow and Clyde,Dalmuir,2021-01-20,21/01/2021,14517877,Positive,19398,28179.35,14829.64,15186.99,19398.66,7606.401,352598400,8.9,7.3,284613539.3,15.9747,Roslin,1,2.7710063348
Greater Glasgow and Clyde,Dalmuir,2021-01-26,27/01/2021,14517878,Positive,77830,50451.11,84518.37,98521.16,77830.21,24723.09,269740800,17.11,7.2,217921172.1,49.03155,Roslin,1,3.8924638669
Greater Glasgow and Clyde,Dalmuir,2021-02-02,03/02/2021,14517881,Positive,89589,90556.29,88623.52,NA,89589.9,1366.672,255571200,15.23,7.4,228533053.9,53.47511,SEPA,1,3.9792163578
Greater Glasgow and Clyde,Dalmuir,2021-02-05,10/02/2021,NA,Positive,29516,31530.6,27502.64,NA,29516.62,2848.195,NA,NA,NA,NA,17.26862,SEPA,1,2.8488909308
Greater Glasgow and Clyde,Dalmuir,2021-02-09,11/02/2021,14517884,Positive,101567,95033.71,108101.7,NA,101567.7,9240.458,187056000,13.48,7.2,240216859.9,44.3719,SEPA,1,3.7926062984
Greater Glasgow and Clyde,Dalmuir,2021-02-10,15/02/2021,14517885,Positive,53561,50432.55,56690.21,NA,53561.38,4424.834,208051200,13.45,7.1,240435588.5,26.02572,SEPA,1,3.2590852096
Greater Glasgow and Clyde,Dalmuir,2021-02-11,15/02/2021,14517886,Positive,55398,52200.84,58596.05,NA,55398.45,4522.102,247708800,13.98,7.1,236669430.1,32.04939,SEPA,1,3.467278073
Greater Glasgow and Clyde,Dalmuir,2021-02-15,16/02/2021,14517887,Positive,31022,32032.38,30012.64,NA,31022.51,1428.172,348883200,9.09,7.1,282168188.1,25.27771,SEPA,1,3.2299228981
Greater Glasgow and Clyde,Dalmuir,2021-02-16,18/02/2021,14517888,Positive,29834,24225.86,35442.87,NA,29834.36,7931.621,358041600,9.37,7.1,278692835.7,24.94773,SEPA,1,3.2167826915
Greater Glasgow and Clyde,Dalmuir,2021-02-17,18/02/2021,14517889,Positive,33633,39291.96,27975.89,NA,33633.93,8001.669,343872000,7.25,7.2,309480353.6,27.0119,SEPA,1,3.2962774724
Greater Glasgow and Clyde,Dalmuir,2021-02-23,24/02/2021,NA,Positive,61077,51168,70987.92,NA,61077.96,14014.8,NA,NA,NA,NA,35.73349,SEPA,1,3.5760884752
Greater Glasgow and Clyde,Dalmuir,2021-02-25,26/02/2021,14751265,Positive,12127,13263.68,10991.91,NA,12127.8,1606.387,331430400,11.02,NA,260825720.1,9.387609,SEPA,1,2.2393906374
Greater Glasgow and Clyde,Dalmuir,2021-03-02,03/03/2021,NA,Positive,12960,9031.648,16888.5,NA,12960.07,5555.635,NA,NA,NA,NA,7.582256,SEPA,1,2.0258108349
Greater Glasgow and Clyde,Dalmuir,2021-03-04,05/03/2021,14751268,Positive,23562,24256.33,22868.88,NA,23562.61,981.0803,212025600,19.15,NA,208121154.6,11.66789,SEPA,1,2.4568406564
Greater Glasgow and Clyde,Dalmuir,2021-03-10,11/03/2021,14751269,Positive,28399,28399.25,26547.8,NA,27473.53,1309.17,286243200,12.79,NA,245428579.8,18.36666,SEPA,1,2.9105373105
Greater Glasgow and Clyde,Dalmuir,2021-03-11,15/03/2021,14751270,Positive,16725,17412.18,16038.7,NA,16725.44,971.191,361497600,5.97,NA,335039061.4,14.12094,SEPA,1,2.6476589729
Greater Glasgow and Clyde,Dalmuir,2021-03-16,17/03/2021,14751273,Positive,42670,48159.27,37181.28,NA,42670.27,7762.613,267062400,14.4,NA,233824921.5,26.61454,SEPA,1,3.2814575057
Greater Glasgow and Clyde,Dalmuir,2021-03-17,19/03/2021,14751274,Positive,23002,26533.56,19472.32,NA,23002.94,4993.05,249955200,15.21,NA,228655761.2,13.42846,SEPA,1,2.5973764886
Greater Glasgow and Clyde,Dalmuir,2021-03-18,19/03/2021,14751275,Positive,26460,24760.59,28160.91,NA,26460.75,2404.395,233020800,17.63,NA,215272233.5,14.4005,SEPA,1,2.6672629315
Greater Glasgow and Clyde,Dalmuir,2021-03-23,24/03/2021,14751276,Positive,27239,27511.45,26966.82,NA,27239.14,385.1153,191030400,21.59,NA,198170996.4,12.15281,SEPA,1,2.4975600566
Greater Glasgow and Clyde,Dalmuir,2021-03-24,26/03/2021,14751277,Positive,24521,24447.99,24595.07,NA,24521.53,103.9971,198547200,20.2,NA,203632078.3,11.37083,SEPA,1,2.4310510469
Greater Glasgow and Clyde,Dalmuir,2021-03-25,26/03/2021,14751278,Positive,21707,17718.97,25696.59,NA,21707.78,5641.029,229651200,19.16,NA,208076775.6,11.643,SEPA,1,2.4547050985
Greater Glasgow and Clyde,Dalmuir,2021-03-30,31/03/2021,14751279,Positive,13216,14401.6,12030.73,NA,13216.16,1676.46,352771200,7.31,NA,308440160.3,10.88878,SEPA,1,2.3877328133
Greater Glasgow and Clyde,Dalmuir,2021-03-31,01/04/2021,14751280,Positive,14152,13563.65,14742.34,NA,14152.99,833.464,279158400,12.17,NA,250461224.1,9.227409,SEPA,1,2.2221782738
Greater Glasgow and Clyde,Dalmuir,2021-04-07,08/04/2021,14751282,Positive,25680,21529.02,29831.47,NA,25680.24,5870.724,185500800,21.69,NA,197797261.8,11.12566,SEPA,1,2.4092538934
Greater Glasgow and Clyde,Dalmuir,2021-04-09,13/04/2021,14751284,Positive,18983,15143.91,22822.17,NA,18983.04,5429.35,227664000,19.41,NA,206977794.7,10.09348,SEPA,1,2.3118897265
Greater Glasgow and Clyde,Dalmuir,2021-04-13,14/04/2021,14751285,Positive,16442,18384.08,14500.77,NA,16442.42,2745.914,176342400,23.7,NA,190764560,6.771786,SEPA,1,1.9127649327
Greater Glasgow and Clyde,Dalmuir,2021-04-14,16/04/2021,NA,Positive,22124,27439.68,16810.22,NA,22124.95,7516.162,NA,NA,NA,NA,12.94414,SEPA,1,2.5606434486
Greater Glasgow and Clyde,Dalmuir,2021-04-15,16/04/2021,NA,Positive,28397,34966.28,21827.95,NA,28397.11,9290.201,NA,NA,NA,NA,16.61365,SEPA,1,2.810224811
Greater Glasgow and Clyde,Dalmuir,2021-04-27,28/04/2021,14751291,Positive,12306,11447.9,13166.03,NA,12306.96,1214.902,173750400,26.11,NA,183365188.2,4.994102,SEPA,1,1.6082576907
Greater Glasgow and Clyde,Dalmuir,2021-04-29,30/04/2021,14751293,Positive (DNQ),4588,6705.683,2472.114,NA,4588.898,2993.585,172022400,24.9,NA,186954108.1,1.843632,SEPA,1,0.6117373894
Greater Glasgow and Clyde,Dalmuir,2021-05-05,06/05/2021,14751294,Positive (DNQ),5320,3796.461,6844.208,NA,5320.334,2155.083,266284800,15.16,NA,228963526.3,3.308766,SEPA,1,1.1965752029
Greater Glasgow and Clyde,Dalmuir,2021-05-07,10/05/2021,14751295,Positive (DNQ),5589,4306.16,6873.048,NA,5589.604,1815.064,210384000,19.77,NA,205429817.9,2.746468,SEPA,1,1.0103155888
Greater Glasgow and Clyde,Dalmuir,2021-05-11,12/05/2021,14751296,Positive,32821,27555.66,38086.36,NA,32821.01,7446.329,257817600,18.03,NA,213308349.5,19.76265,SEPA,1,2.9837939083
Greater Glasgow and Clyde,Dalmuir,2021-05-13,14/05/2021,14751297,Positive,36440,39465.42,33415.51,NA,36440.47,4277.932,306720000,10.56,NA,265408508.5,26.10398,SEPA,1,3.2620877999
Greater Glasgow and Clyde,Dalmuir,2021-05-19,20/05/2021,14751298,Positive,16667,13430.26,19904.08,NA,16667.17,4577.683,170812800,24.74,NA,187447073.3,6.649102,SEPA,1,1.8944817827
Greater Glasgow and Clyde,Dalmuir,2021-05-21,25/05/2021,14751299,Analysis Failed,NA,NA,NA,NA,NA,NA,210211200,21.42,NA,198811973.9,NA,SEPA,1,NA
Greater Glasgow and Clyde,Dalmuir,2021-05-25,26/05/2021,14751300,Positive,29915,31845.14,27985.72,NA,29915.43,2729.028,224380800,19.07,NA,208477365.3,15.67695,SEPA,1,2.7521916651
Greater Glasgow and Clyde,Dalmuir,2021-05-27,28/05/2021,NA,Positive,16827,15896.56,17757.71,NA,16827.13,1316.03,NA,NA,NA,NA,9.844668,SEPA,1,2.2869300154
Greater Glasgow and Clyde,Dalmuir,2021-06-01,02/06/2021,14978822,Positive,25174,27060.24,23288.73,NA,25174.49,2666.864,164678400,25.41,NA,185412095.2,9.682287,SEPA,1,2.2702981432
Greater Glasgow and Clyde,Dalmuir,2021-06-03,04/06/2021,14978823,Positive,92340,94412.57,90269.31,NA,92340.94,2929.73,162000000,27.62,NA,179201930.2,34.93736,SEPA,1,3.553556607
Greater Glasgow and Clyde,Dalmuir,2021-06-09,11/06/2021,14978824,Positive,45694,39510.19,51879.62,NA,45694.9,8746.509,156729600,27.11,NA,180571467.2,16.72629,SEPA,1,2.8169814994
Greater Glasgow and Clyde,Dalmuir,2021-06-11,14/06/2021,14978825,Positive,70230,70107.99,70352.52,NA,70230.26,172.9095,163382400,25.43,NA,185352513.6,26.79849,SEPA,1,3.2883454008
