,X2020.05.Read1,X2020.06.Read1,X2020.06.Read2,X2020.06.Read3,X2020.06.Read4,X2020.06.Read5,X2020.06.Read6,X2020.06.Read7,X2020.06.Read8,X2020.06.Read9,X2020.06.Read10,X2020.06.Read11,X2020.06.Read12,X2020.07.Read1,X2020.07.Read2,X2020.07.Read3,X2020.07.Read4,X2020.07.Read5,X2020.07.Read6,X2020.07.Read7,X2020.07.Read8,X2020.07.Read9,X2020.07.Read10,X2020.07.Read11,X2020.08.Read1,X2020.08.Read2,X2020.08.Read3,X2020.08.Read4,X2020.08.Read5,X2020.08.Read6,X2020.08.Read7,X2020.08.Read8,X2020.08.Read9,X2020.08.Read10,X2020.08.Read11,X2020.08.Read12,X2020.08.Read13,X2020.08.Read14,X2020.09.Read1,X2020.09.Read2,X2020.09.Read3,X2020.09.Read4,X2020.09.Read5,X2020.09.Read6,X2020.09.Read7,X2020.09.Read8,X2020.09.Read9,X2020.09.Read10,X2020.09.Read11,X2020.09.Read12,X2020.09.Read13,X2020.09.Read14,X2020.09.Read15,X2020.09.Read16,X2020.09.Read17,X2020.09.Read18,X2020.10.Read1,X2020.10.Read2,X2020.10.Read3,X2020.10.Read4,X2020.10.Read5,X2020.10.Read6,X2020.10.Read7,X2020.10.Read8,X2020.10.Read9,X2020.10.Read10,X2020.10.Read11,X2020.10.Read12,X2020.10.Read13,X2020.10.Read14,X2020.10.Read15,X2020.10.Read16,X2020.11.Read1,X2020.11.Read2,X2020.11.Read3,X2020.11.Read4,X2020.11.Read5,X2020.11.Read6,X2020.11.Read7,X2020.11.Read8,X2020.11.Read9,X2020.11.Read10,X2020.11.Read11,X2020.11.Read12,X2020.11.Read13,X2020.11.Read14,X2020.11.Read15,X2020.11.Read16,X2020.12.Read1,X2020.12.Read2,X2020.12.Read3,X2020.12.Read4,X2020.12.Read5,X2020.12.Read6,X2020.12.Read7,X2020.12.Read8,X2020.12.Read9,X2020.12.Read10,X2020.12.Read11,X2020.12.Read12,X2020.12.Read13,X2020.12.Read14,X2021.01.Read1,X2021.01.Read2,X2021.01.Read3,X2021.01.Read4,X2021.01.Read5,X2021.01.Read6,X2021.01.Read7,X2021.01.Read8,X2021.01.Read9,X2021.01.Read10,X2021.01.Read11,X2021.01.Read12,X2021.01.Read13,X2021.01.Read14,X2021.02.Read1,X2021.02.Read2,X2021.02.Read3,X2021.02.Read4,X2021.02.Read5,X2021.02.Read6,X2021.02.Read7,X2021.02.Read8,X2021.02.Read9,X2021.02.Read10,X2021.02.Read11,X2021.02.Read12,X2021.02.Read13,X2021.03.Read1,X2021.03.Read2,X2021.03.Read3,X2021.03.Read4,X2021.03.Read5,X2021.03.Read6,X2021.03.Read7,X2021.03.Read8,X2021.03.Read9,X2021.03.Read10,X2021.03.Read11,X2021.03.Read12,X2021.03.Read13,X2021.03.Read14,X2021.03.Read15,X2021.03.Read16,X2021.03.Read17,X2021.04.Read1,X2021.04.Read2,X2021.04.Read3,X2021.04.Read4,X2021.04.Read5,X2021.04.Read6,X2021.04.Read7,X2021.04.Read8,X2021.04.Read9,X2021.04.Read10,X2021.04.Read11,X2021.04.Read12,X2021.04.Read13,X2021.05.Read1,X2021.05.Read2,X2021.05.Read3,X2021.05.Read4,X2021.05.Read5,X2021.05.Read6,X2021.05.Read7,X2021.05.Read8,X2021.05.Read9,X2021.05.Read10,X2021.05.Read11,X2021.05.Read12,X2021.05.Read13,X2021.05.Read14,X2021.06.Read1,X2021.06.Read2,X2021.06.Read3,X2021.06.Read4,X2021.06.Read5,X2021.06.Read6,X2021.06.Read7,X2021.06.Read8,X2021.06.Read9,X2021.06.Read10,X2021.06.Read11,X2021.06.Read12,X2021.06.Read13,X2021.06.Read14,X2021.06.Read15,X2021.06.Read16,X2021.07.Read1,X2021.07.Read2,X2021.07.Read3,X2021.07.Read4,X2021.07.Read5,X2021.07.Read6,X2021.07.Read7,X2021.07.Read8,X2021.07.Read9,X2021.07.Read10,X2021.07.Read11,X2021.07.Read12,X2021.07.Read13,X2021.07.Read14,X2021.07.Read15,X2021.07.Read16,X2021.08.Read1,X2021.08.Read2,X2021.08.Read3,X2021.08.Read4,X2021.08.Read5,X2021.08.Read6,X2021.08.Read7,X2021.08.Read8,X2021.08.Read9,X2021.08.Read10,X2021.08.Read11,X2021.08.Read12,X2021.08.Read13,X2021.08.Read14,X2021.08.Read15,X2021.08.Read16,X2021.09.Read1,X2021.09.Read2,X2021.09.Read3,X2021.09.Read4,X2021.09.Read5,X2021.09.Read6,X2021.09.Read7,X2021.09.Read8,X2021.09.Read9,X2021.09.Read10,X2021.09.Read11,X2021.09.Read12,X2021.09.Read13,X2021.09.Read14,X2021.09.Read15,X2021.09.Read16,X2021.10.Read1,X2021.10.Read2,X2021.10.Read3,X2021.10.Read4,X2021.10.Read5,X2021.10.Read6,X2021.10.Read7,X2021.10.Read8,X2021.10.Read9,X2021.10.Read10,X2021.10.Read11,X2021.10.Read12,X2021.10.Read13,X2021.10.Read14,X2021.10.Read15,X2021.10.Read16,X2021.11.Read1,X2021.11.Read2,X2021.11.Read3,X2021.11.Read4,X2021.11.Read5,X2021.11.Read6,X2021.11.Read7,X2021.11.Read8,X2021.11.Read9,X2021.11.Read10,X2021.11.Read11,X2021.11.Read12,X2021.11.Read13,X2021.11.Read14,X2021.11.Read15,X2021.11.Read16,X2021.11.Read17,X2021.11.Read18,X2021.12.Read1,X2021.12.Read2,X2021.12.Read3,X2021.12.Read4,X2021.12.Read5,X2021.12.Read6,X2021.12.Read7,X2021.12.Read8,X2021.12.Read9,X2021.12.Read10,X2021.12.Read11,X2021.12.Read12,X2022.01.Read1,X2022.01.Read2,X2022.01.Read3,X2022.01.Read4,X2022.01.Read5,X2022.01.Read6,X2022.01.Read7,X2022.01.Read8
Mauldslie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57581,118803,102175,12821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108092,16401,72378,17976,NA,NA,NA,NA,NA,NA,NA,NA,NA,35917,14402,7694.64316729706,20132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16854,18240,8033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4809,13612,14924,8646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2154.68666140531,10347.0823317194,96411,48573,20158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90578,188219,122225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324400,940753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86799,133213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88347,200547,97619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75454,912198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33218,NA,NA,NA,NA,NA,NA,NA
Maybole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6536,13034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116,20933,523,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,0,25856,0,1033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1246,409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5453.80748259327,28477,4653.78779904934,85800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46072,46217,10520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386705,564251,108128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5148.1179961979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217192,237482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137081,335410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177921,NA,NA,NA,NA,NA,NA,NA
Meadowhead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3172,0,888,6162,5637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24566,32713,28078,67947,9636.9816111637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25865,25602,77373,24106,77370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3775.18494544465,39395,33427,136934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93689,87302,152021,100033,104826,21266,57504,5337,53672,69566,17698,43347,NA,NA,80131,29514,29877,65437,106919,149047,59257,17907,47969,NA,11118,26210,NA,25290,29724,6970,28038,14514,21303,7732.59572895421,27639,11061,39682,20146,NA,14672,NA,13954,15011,NA,15917,24404,15625,8805,5634,13638,7998,17398,4017,NA,NA,NA,NA,4585,5771,10292,4361,NA,11484,16459,38073,13853,19884,19628,30418,NA,NA,32919,44275,64184,74122,97333,27584,8808.84863309548,40804,54526,43082,103714,54177,NA,NA,NA,NA,63068,86269,54884,103493,72079,116706,112241,116969,62732,59954,NA,NA,NA,NA,NA,NA,92033,28935,76507,26286,35610,116202,208545,117571,291981,178647,67322,521953,981122,NA,NA,NA,464704,770952,NA,452018,366461,1096829,112508,NA,232561,336200,211548,NA,NA,NA,NA,NA,74660,162395,85748,52148,69751,99295,130180,119520,61023,31767,83718,NA,140850,34638,NA,NA,23705,51300,94075,107429,119217,81920,17365,105399,94760,54634,66641,70709,167710,146446,48975,121908,63855,168801,82569,147548,73091,17991,47933,77321,188161,79288,68483,181318,374463,NA,101948,52761,31607,114142,NA,NA,NA,NA
Meadowhead ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46130,NA,NA,NA,NA,NA,NA,NA
Meadowhead - Kilmarnock HMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3254,9203,7909,41352,2646,2691,2384,3801,3058,1422,NA,NA,NA,NA,8352,3168.80551935942,683.133071899922,7274.93431031652,NA,NA,687.115006190354,465317,NA,NA,NA,NA,NA,NA,NA,NA,14353,NA,49762,122035,8051.89235120715,143673,55456,41543,NA,NA,NA,NA,NA,NA,NA,NA,9205.5,1030,0,4582.61582971257,NA,14879,135908,NA,NA,NA,NA,NA,NA,NA,NA,NA,54490,297567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5151107,NA,67180,NA,13966,315466,585320,NA,NA,NA,NA,NA,NA,NA,NA,NA,40809,63292,246918,1632.35251512872,11805,6201.65351720775,184182,108524,22774,NA,NA,NA,NA,NA,NA,NA,NA,NA,21067,2347.93506332789,5500.60154332469,9569,NA,NA,NA,NA,NA,NA,NA,NA,0,10812,NA,NA,NA,NA,NA,NA
Montrose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133917,82004,98408,44772,264169,249927,NA,143166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58070,23010,40342,23350,21031,124611,NA,NA,NA,NA,NA,NA,28401,61083,58214,NA,NA,NA,NA,NA
Muirkirk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49531,10106,3649,1198,NA,4967,830,NA,NA,NA,NA,NA,NA,3741,11361,2054,4087.55211161363,0,NA,0,818,16568,NA,0,NA,NA,NA,NA,NA,NA,NA,13998,92630,336,297,NA,NA,NA,NA,NA,NA,NA,NA,976,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nairn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,33918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8924.04599990394,4410,6534.61741589932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2389.87515843808,835.109130611737,0,906.910568934271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14404,32871,5079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697,115707,5226,2871,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,NA,4870.48809102968,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,6607,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,685,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9998.97125157906,1608.0172453917,51612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87833,205558,59509,10311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19621,92568,18659,204045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83704,51333,119155,16606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20942,197413,45240,98417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75567,36775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119229,NA,31833,NA,NA,NA,NA,NA,NA,NA,NA,NA,51063,NA,NA,NA,NA,NA,NA,NA
Neilston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677,3433,2158,1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,6824,0,64433,21229,2715.49470787286,2167.56349836493,2306,2152,NA,0,NA,NA,NA,NA,NA,NA,NA,716,794,656,2861,565,NA,NA,NA,NA,NA,NA,NA,NA,0,832,0,0,0,8995,4758,550,NA,NA,NA,NA,NA,NA,4585,1801.57498300046,10725.8878090852,11410.5762786078,2214.02268575498,5831.78027893437,25787,20177,13452,NA,NA,NA,NA,NA,NA,NA,268356,96823,36638,192820,84256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,892676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314772,258666,159998,191262,123312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15240,7384.16980371742,31965,99929,99886,8000.0371589364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14035,166564,12491,32893,120329,50748,13856,114137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199134,165615,50332,NA,NA,NA,NA,NA
New Cumnock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205163,9265,17094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482346,25722,10246,33908,NA,NA,NA,NA,NA,NA,NA,NA,NA,28861,6608,5450.37723708773,4210,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3577,19173,56283,4061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1624,18370,22739,9564.92855440227,145337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151587,132253,85509,55360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347746,296846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37705,7031.05793489158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74673,53581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62919,19273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403745,NA,NA,NA,NA,NA,NA,NA
Newbridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52851,116248,125769,163308,80106,146986,82841,91449,182735,253943,99098,NA,NA,NA,NA,NA,NA,NA,246695,44478,63951,348403,175210,NA,NA,NA,NA,NA,NA,NA,73943,157063,NA,NA,NA,NA,NA,NA
Newburgh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,801,0,0,1617,2368,23949,11251,NA,NA,NA,NA,NA,6725,2443,4402.69846048893,9444.0105431973,741.75956745611,793.71828703449,0,1509,7463,NA,NA,NA,NA,NA,NA,NA,NA,3797,151,0,0,324,0,NA,NA,NA,NA,NA,NA,NA,0,229,0,230,0,0,0,0,1440,NA,NA,NA,NA,NA,1749.79006998416,440.45664434864,0,555.802678435344,2331.36656252061,26253,30472,38383,NA,NA,NA,NA,NA,NA,NA,NA,22083,NA,44580,109049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14581,66043,189284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124866,159324,51240,122725,49166,302367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74020,56723,26815,158030,240398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10574,50724,26023,18989,128940,1209219,85846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31475,44660,137206,121476,35819,NA,NA,NA,NA,NA,NA,NA,147125,NA,NA,NA,NA,NA,NA,NA
