,Health_Board,Site,Date_collected,Date_analysed,SW_sample_number,N1_description,N1_Reported_value-gc_per_L,N1_Repl_1-gc_per_L,N1_Repl_2-gc_per_L,N1_Repl_3-gc_per_L,Calculated_mean,Standard_Deviation,Flow-L_per_day,Ammonia-mg_per_L,pH_value,Modelled_flow-L_per_day,Million_gene_copies_per_person_per_day,Analysis_lab
5999,Highland,Fort William,2021-05-03,2021-05-05,14823810,Weak Positive,     385,     771.47,       0.00,NA,     385.74,    545.51,  3196800, 41.91,NA,  4017752,    0.15,SEPA
6000,Highland,Fort William,2021-05-07,2021-05-11,NA,Negative,       0,NA,NA,NA,NA,NA,NA,NA,NA,NA,    0.00,SEPA
6001,Highland,Fort William,2021-05-10,2021-05-12,14823812,Negative,       0,NA,NA,NA,NA,NA,  3196800, 40.87,NA,  4070225,    0.00,SEPA
6002,Highland,Fort William,2021-05-13,2021-05-17,14823813,Weak Positive,    1002,     954.68,    1051.15,NA,    1002.92,     68.21,  3801600, 33.86,NA,  4485552,    0.46,SEPA
6003,Highland,Fort William,2021-05-18,2021-05-19,NA,Negative,       0,NA,NA,NA,NA,NA,NA,NA,NA,NA,    0.00,SEPA
6004,Highland,Fort William,2021-05-24,2021-05-26,14823815,Negative,       0,NA,NA,NA,NA,NA,  4147200, 34.41,NA,  4448386,    0.00,SEPA
6005,Highland,Fort William,2021-05-28,2021-05-31,NA,Positive,   25719,   28195.87,   23242.95,NA,   25719.41,   3502.25,NA,NA,NA,NA,   18.34,SEPA
6006,Highland,Fort William,2021-06-01,2021-06-02,NA,Positive,   44650,   51063.26,   38238.50,NA,   44650.88,   9068.47,NA,NA,NA,NA,   31.84,SEPA
6007,Highland,Fort William,2021-06-04,2021-06-07,14823818,Positive,   33716,   35068.71,   32363.30,NA,   33716.00,   1913.01,  3369600, 43.68,NA,  3932841,   13.82,SEPA
6008,Highland,Fort William,2021-06-08,2021-06-09,NA,Positive,   28924,   27563.46,   30285.02,NA,   28924.24,   1924.43,NA,NA,NA,NA,   20.63,SEPA
6009,Highland,Fort William,2021-06-14,2021-06-16,14823820,Positive (DNQ),   11532,   11876.98,   11187.41,NA,   11532.20,    487.60,  4838400, 19.01,NA,  6043316,    6.79,SEPA
6010,Highland,Fort William,2021-06-17,2021-06-21,14823821,Positive (DNQ),    8564,    9358.83,    7769.77,NA,    8564.30,   1123.63,  6307200, 19.63,NA,  5943987,    6.57,SEPA
6011,Highland,Fort William,2021-06-21,2021-06-23,14823822,Positive,   39788,   45980.59,   33596.47,NA,   39788.53,   8756.89,  4492800, 32.25,NA,  4599823,   21.74,SEPA
6012,Highland,Fort William,2021-06-28,2021-06-30,14823823,Positive,   26082,   30510.88,   21653.91,NA,   26082.40,   6262.83,NA, 42.38,NA,  3994682,   12.67,SEPA
6013,Highland,Fort William,2021-07-01,2021-07-05,14823824,Positive,   60334,   67228.89,   53439.49,NA,   60334.19,   9750.58,  3542400, 44.14,NA,  3911623,   25.99,SEPA - Low Volume
6014,Highland,Fort William,2021-07-13,2021-07-14,NA,Positive,   63748,   74937.49,   52560.06,NA,   63748.78,  15823.23,NA,NA,NA,NA,   45.46,SEPA - Low Volume
6015,Highland,Fort William,2021-07-16,2021-07-19,NA,Positive,  124266,  128557.15,  119975.74,NA,  124266.44,   6067.97,NA,NA,NA,NA,   88.62,SEPA - Low Volume
6016,Highland,Fort William,2021-07-20,2021-07-21,NA,Positive,   65124,   70774.68,   59473.63,NA,   65124.16,   7991.05,NA,NA,NA,NA,   46.45,SEPA - Low Volume
6017,Highland,Fort William,2021-07-27,2021-07-28,NA,Positive,   20481,   29905.34,   11056.95,NA,   20481.15,  13327.82,NA,NA,NA,NA,   14.61,SEPA - Low Volume
6018,Highland,Fort William,2021-07-29,2021-07-30,15128376,Positive,  168597,  178267.41,  158927.30,NA,  168597.35,  13675.52,  4233600, 22.03,NA,  5600285,   86.81,SEPA - Low Volume
6019,Highland,Fort William,2021-08-02,2021-08-03,15128377,Positive,  149003,  148364.27,  149642.97,NA,  149003.62,    904.18,  3542400, 44.56,NA,  3892541,   64.20,SEPA - Low Volume
6020,Highland,Fort William,2021-08-06,2021-08-09,NA,Positive,   80568,   81442.00,   79695.00,NA,   80568.50,   1235.32,NA,NA,NA,NA,   57.46,SEPA - Low Volume
6021,Highland,Fort William,2021-08-09,2021-08-11,15128379,Positive,   66999,   63155.00,   70844.00,NA,   66999.50,   5436.94,  4579200, 29.78,NA,  4793034,   37.32,SEPA - Low Volume
6022,Highland,Fort William,2021-08-13,2021-08-16,NA,Positive,  124666,  104189.43,  145143.67,NA,  124666.55,  28959.02,NA,NA,NA,NA,   88.91,SEPA - Low Volume
6023,Highland,Fort William,2021-08-24,2021-08-25,NA,Positive,  137274,  121643.23,  152905.05,NA,  137274.14,  22105.44,NA,NA,NA,NA,   97.90,SEPA - Low Volume
6024,Highland,Fort William,2021-08-27,2021-08-30,NA,Positive,  254207,  241846.57,  266567.78,NA,  254207.18,  17480.53,NA,NA,NA,NA,  181.30,SEPA - Low Volume
6025,Highland,Fort William,2021-08-31,2021-09-01,NA,Positive,  130366,  125595.34,  135138.52,NA,  130366.93,   6748.05,NA,NA,NA,NA,   92.98,SEPA - Low Volume
6026,Highland,Fort William,2021-09-07,2021-09-08,NA,Positive, 1424782, 1487157.94, 1362406.09,NA, 1424782.02,  88212.88,NA,NA,NA,NA, 1016.13,SEPA - Low Volume
6027,Highland,Fort William,2021-09-10,2021-09-13,15128385,Positive,   94151,   78323.50,  109980.03,NA,   94151.77,  22384.55,  4838400, 27.04,NA,  5037978,   55.41,SEPA - Low Volume
6028,Highland,Fort William,2021-09-13,2021-09-15,15128386,Positive,  168727,  168840.24,  168615.11,NA,  168727.68,    159.19,  3542400, 36.94,NA,  4288363,   72.70,SEPA - Low Volume
6029,Highland,Fort William,2021-09-17,2021-09-20,NA,Positive,   77329,   84843.23,   69816.76,NA,   77329.99,  10625.31,NA,NA,NA,NA,   55.15,SEPA - Low Volume
6030,Highland,Fort William,2021-09-21,2021-09-22,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEPA - Low Volume
6031,Highland,Fort William,2021-09-23,2021-09-27,15128389,Positive,   69569,   68604.01,   70534.95,NA,   69569.48,   1365.38,  4665600, 17.15,NA,  6373337,   39.48,SEPA - Low Volume
6032,Highland,Fort William,2021-09-27,2021-09-29,15128390,Positive,   93619,  101630.38,   85609.29,NA,   93619.84,  11328.62,  6307200,NA,NA,NA,   71.82,SEPA - Low Volume
6033,Highland,Fort William,2021-10-01,2021-10-04,NA,Positive,   98675,  101243.29,   96106.97,NA,   98675.13,   3631.93,NA,NA,NA,NA,   70.37,SEPA - Low Volume
6034,Highland,Fort William,2021-10-04,2021-10-06,15128392,Positive,   42357,   43395.21,   41318.82,NA,   42357.02,   1468.23,  7862400,  7.05,NA, 10086230,   40.50,SEPA - Low Volume
6035,Highland,Fort William,2021-10-08,2021-10-12,15128393,Positive,   14897,   15447.49,   14347.76,NA,   14897.62,    777.62,  7776000,  6.69,NA, 10362947,   14.09,SEPA - Low Volume
6036,Highland,Fort William,2021-10-11,2021-10-12,15128394,Positive,   71702,   49615.86,   93788.95,NA,   71702.40,  31235.09,  5270400, 15.07,NA,  6813372,   45.96,SEPA - Low Volume
6037,Highland,Fort William,2021-10-14,2021-10-18,15128395,Positive,  119599,  148208.52,   90990.13,NA,  119599.33,  40459.51,  6912000, 24.32,NA,  5321475,  100.54,SEPA - Low Volume
6038,Highland,Fort William,2021-10-19,2021-10-20,NA,Positive,   30069,   19065.28,   41073.44,NA,   30069.36,  15562.12,NA,NA,NA,NA,   21.44,SEPA - Low Volume
6039,Highland,Fort William,2021-10-25,2021-10-27,15128397,Positive,   55979,   50575.13,   61383.97,NA,   55979.55,   7643.01,NA,  7.06,NA, 10078851,   68.62,SEPA - Low Volume
6040,Highland,Fort William,2021-10-28,2021-10-29,15128398,Positive,   55283,   69281.03,   41286.77,NA,   55283.90,  19794.93,NA,  5.61,NA, 11349259,   76.31,SEPA - Low Volume
6041,Highland,Fort William,2021-11-02,2021-11-03,NA,Positive,   60287,   55953.48,   64620.88,NA,   60287.18,   6128.78,NA,NA,NA,NA,   43.00,SEPA - Low Volume
6042,Highland,Fort William,2021-11-04,2021-11-08,15523779,Positive,   69620,   63918.71,   75322.40,NA,   69620.56,   8063.63,  6220800, 15.66,NA,  6679588,   52.68,SEPA - Low Volume
6043,Highland,Fort William,2021-11-08,2021-11-09,15523780,Positive,   53156,   52140.90,   54171.23,NA,   53156.06,   1435.66,  7344000, 11.71,NA,  7761310,   47.48,SEPA - Low Volume
6044,Highland,Fort William,2021-11-15,2021-11-16,15523781,Positive,  102905,   94213.26,  111597.58,NA,  102905.42,  12292.57,  7344000, 11.19,NA,  7945506,   91.92,SEPA - Low Volume
6045,Highland,Fort William,2021-11-18,2021-11-19,15523782,Positive,   13151,   13605.04,   12697.62,NA,   13151.33,    641.64,  8294400,  7.95,NA,  9479493,   13.27,SEPA - Low Volume
6046,Highland,Fort William,2021-11-22,2021-11-23,15523783,Positive,   51770,   49999.09,   53542.33,NA,   51770.71,   2505.45,  1728000, 14.29,NA,  7002945,   10.88,SEPA - Low Volume
6047,Highland,Fort William,2021-11-25,2021-11-26,15523784,Weak Positive,    3303,       0.00,    6605.95,NA,    3302.97,   4671.11,  6393600, 15.18,NA,  6787833,    2.57,SEPA - Low Volume
6048,Highland,Fort William,2021-11-29,2021-12-06,15523785,Positive,   18660,   15212.67,   22108.74,NA,   18660.71,   4876.26,  5788800, 18.83,NA,  6073078,   13.14,SEPA - Low Volume
6049,Highland,Fort William,2021-12-06,2021-12-07,15523786,Positive,   52716,   51453.00,   53980.00,NA,   52716.50,   1786.86,  8380800, 14.18,NA,  7030945,   53.73,SEPA - Low Volume
6050,Highland,Fort William,2021-12-09,2021-12-13,15523787,Positive,   20205,   27182.46,   13228.56,NA,   20205.51,   9866.90,  7776000, 12.41,NA,  7532073,   19.11,SEPA - Low Volume
6051,Highland,Fort William,2021-12-20,2021-12-21,15523790,Positive,   70678,   91159.96,   50196.57,NA,   70678.26,  28965.49,  5184000, 19.68,NA,  5936184,   44.56,SEPA - Low Volume
6052,Highland,Fort William,2022-01-03,2022-01-05,15523794,Positive,   33032,   33442.49,   32622.83,NA,   33032.66,    579.58,  8380800,  3.06,NA, 15520315,   33.67,SEPA - Low Volume
6053,Highland,Fort William,2022-01-10,2022-01-11,15523796,Positive,  123400,  134085.41,  112715.62,NA,  123400.51,  15110.72,  8208000,  7.61,NA,  9695882,  123.19,SEPA - Low Volume
6054,Highland,Fort William,2022-01-17,2022-01-18,15523797,Positive,   24252,   27967.12,   20537.79,NA,   24252.45,   5253.33,  5097600, 18.56,NA,  6118540,   15.04,SEPA - Low Volume
6055,Highland,Fort William,2022-01-20,2022-01-21,15523798,Positive,   55301,   49715.27,   60886.97,NA,   55301.12,   7899.59,  6134400, 14.64,NA,  6915987,   41.26,SEPA - Low Volume
6056,Highland,Fort William,2022-01-24,2022-01-25,15523799,Positive,   62601,   61683.33,   63520.49,NA,   62601.91,   1299.07,  5529600, 17.29,NA,  6346636,   42.10,SEPA - Low Volume
6057,Highland,Fort William,2022-01-27,2022-01-28,15523800,Positive,   15332,   14938.50,   15725.90,NA,   15332.20,    556.77,  7516800, 10.34,NA,  8276341,   14.02,SEPA - Low Volume
6058,Highland,Fort William,2022-02-07,2022-02-08,15798562,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,  8.44,NA,  9191194,NA,SEPA - Low Volume
6059,Highland,Grantown on Spey,2021-05-14,2021-05-17,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 24.98,NA,  1501089,    0.00,SEPA
6060,Highland,Grantown on Spey,2021-05-18,2021-05-19,NA,Negative,       0,NA,NA,NA,NA,NA,NA,NA,NA,NA,    0.00,SEPA
6061,Highland,Grantown on Spey,2021-05-21,2021-05-24,NA,Negative,       0,NA,NA,NA,NA,NA,NA,NA,NA,NA,    0.00,SEPA
6062,Highland,Grantown on Spey,2021-05-25,2021-05-26,NA,Negative,       0,NA,NA,NA,NA,NA,NA,NA,NA,NA,    0.00,SEPA
6063,Highland,Grantown on Spey,2021-05-27,2021-05-28,NA,Negative,       0,NA,NA,NA,NA,NA,NA,NA,NA,NA,    0.00,SEPA
6064,Highland,Grantown on Spey,2021-06-03,2021-06-04,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 29.25,NA,  1370722,NA,SEPA
6065,Highland,Grantown on Spey,2021-06-04,2021-06-07,NA,Negative,       0,NA,NA,NA,NA,NA,NA,NA,NA,NA,    0.00,SEPA
6066,Highland,Helensburgh,2020-06-08,NA,13953051,Negative,       0,NA,NA,NA,NA,NA, 18083520,NA,NA,NA,    0.00,SEPA
6067,Highland,Helensburgh,2020-08-20,NA,14123919,Negative,       0,NA,NA,NA,NA,NA, 18118080,  0.86,NA, 20534459,    0.00,SEPA
6068,Highland,Helensburgh,2020-08-25,NA,14137536,Negative,       0,NA,NA,NA,NA,NA, 16765056,  0.40,7.5, 20312309,    0.00,SEPA
6069,Highland,Helensburgh,2020-09-01,NA,14153559,Negative,       0,NA,NA,NA,NA,NA, 18722880,  0.40,7.5, 20312309,    0.00,SEPA
6070,Highland,Helensburgh,2020-09-24,NA,14221916,Positive (DNQ),    2403,    2305.73,    2565.70,   2337.51,    2402.98,    141.81, 22811328, 14.96,7.2, 21385034,    4.28,SEPA
6071,Highland,Helensburgh,2020-10-01,NA,14006859,Negative,       0,    1650.39,NA,NA,    1650.39,NA, 24036480,NA,NA,NA,    0.00,SEPA
6072,Highland,Helensburgh,2020-10-05,NA,NA,Negative,       0,NA,NA,NA,NA,NA,NA,NA,NA,NA,    0.00,SEPA
6073,Highland,Helensburgh,2020-10-06,NA,14068509,Positive (DNQ),    3975,    5850.59,    4222.95,   1852.87,    3975.47,   2010.32, 20113920, 10.33,7.2, 21272794,    6.24,SEPA
6074,Highland,Helensburgh,2020-10-15,NA,14068506,Positive,   60947,   69218.24,   63621.27,  50003.33,   60947.61,   9882.53, 14281920, 15.37,7.2, 21393252,   67.93,SEPA
6075,Highland,Helensburgh,2020-10-22,NA,14008285,Positive,   36441,   34158.21,   36731.92,  38432.67,   36440.94,   2152.04, 20424960,NA,NA,NA,   58.09,SEPA
6076,Highland,Helensburgh,2020-10-28,NA,14214715,Positive (DNQ),    3763,    3340.85,    2249.37,   5699.50,    3763.24,   1763.42, 34127136,  5.02,7.2, 21055770,   10.02,SEPA
6077,Highland,Helensburgh,2020-11-06,NA,14276114,Positive,   91754,   81678.94,  101191.97,  92392.04,   91754.32,   9772.14, 19935072,  8.82,7.2, 21225076,  142.74,SEPA
6078,Highland,Helensburgh,2020-11-13,NA,14293168,Positive (DNQ),    2374,    2819.47,    1291.10,   3012.10,    2374.22,    942.94, 25725600,  6.86,7.1, 21149413,    4.77,SEPA
6079,Highland,Helensburgh,2020-11-20,NA,14316123,Positive (DNQ),    6237,    4545.18,    7006.54,   7159.19,    6236.97,   1467.12, 33480000,  5.18,7.2, 21065160,   16.30,SEPA
6080,Highland,Helensburgh,2020-11-27,NA,14366034,Positive (DNQ),    7772,    7621.40,    8513.91,   7179.62,    7771.64,    679.72, 26827200,  7.67,7.3, 21182982,   16.27,SEPA
6081,Highland,Helensburgh,2020-12-02,NA,14378656,Positive,   12884,   14439.52,   10696.87,  13516.73,   12884.37,   1949.81, 22713696, 10.13,7.2, 21266884,   22.84,SEPA
6082,Highland,Helensburgh,2020-12-29,2021-01-14,14525441,Positive (DNQ),    3872,    4497.41,    3245.71,NA,    3871.56,    885.08, 38661408, 11.00,7.3, 21291799,   11.68,SEPA
6083,Highland,Helensburgh,2021-01-08,2021-01-12,14560295,Positive,   30581,   29681.31,   29390.54,  32673.71,   30581.85,   1817.42, 22239360, 15.96,7.2, 21404706,   53.08,SEPA
6084,Highland,Helensburgh,2021-01-14,2021-01-18,14574795,Positive (DNQ),    7822,    8048.38,    7597.08,NA,    7822.73,    319.12, 40348800,  4.52,7.2, 21024401,   24.63,SEPA
6085,Highland,Helensburgh,2021-01-22,2021-01-25,14588127,Positive,   36142,   34710.39,   37575.13,NA,   36142.76,   2025.68, 25056000, 10.04,NA, 21264188,   70.67,SEPA
6086,Highland,Helensburgh,2021-01-29,2021-02-02,14599530,Positive,   15342,   13046.26,   17638.76,NA,   15342.51,   3247.38, 41186880,  2.02,NA, 20785149,   49.31,SEPA
6087,Highland,Helensburgh,2021-02-05,2021-02-10,14628754,Positive (DNQ),    8180,    8005.09,    8355.30,NA,    8180.19,    247.64, 35308224,NA,NA,NA,   22.54,SEPA
6088,Highland,Helensburgh,2021-02-12,2021-02-16,14644932,Positive,  230990,  235406.15,  226575.03,NA,  230990.59,   6244.54, 18878400, 12.92,NA, 21340530,  340.31,SEPA
6089,Highland,Helensburgh,2021-02-18,2021-02-19,14659302,Positive,   85921,  100095.05,   71747.21,NA,   85921.13,  20044.95,NA,  8.95,NA, 21229490,  142.35,SEPA
6090,Highland,Helensburgh,2021-02-25,2021-03-01,NA,Positive,   56401,   56401.76,NA,NA,   56401.76,NA,NA,  6.75,NA, 21144555,   93.07,SEPA
6091,Highland,Helensburgh,2021-03-04,2021-03-05,14718479,Positive,   44852,   44852.80,NA,NA,   44852.80,NA,NA,  6.28,NA, 21122881,   73.94,SEPA
6092,Highland,Helensburgh,2021-03-11,2021-03-12,14727444,Positive,   13762,   11255.01,   16269.81,NA,   13762.41,   3546.00,NA,  8.61,NA, 21217810,   22.79,SEPA
6093,Highland,Helensburgh,2021-03-18,2021-03-19,14755508,Positive,   24424,   24267.76,   24580.36,NA,   24424.06,    221.05,NA,  9.41,NA, 21244615,   40.49,SEPA
6094,Highland,Helensburgh,2021-03-22,2021-03-24,14774169,Positive,   28812,   28917.89,   28706.13,NA,   28812.01,    149.74,NA,  9.79,NA, 21256570,   47.79,SEPA
6095,Highland,Helensburgh,2021-03-29,2021-03-30,14786957,Positive,   27059,   29406.00,   24713.90,NA,   27059.95,   3317.81,NA, 10.65,NA, 21282018,   44.94,SEPA
6096,Highland,Helensburgh,2021-04-05,2021-04-07,14817843,Positive,   49627,   50014.71,   49239.66,NA,   49627.18,    548.04,NA, 10.71,NA, 21283717,   82.43,SEPA
6097,Highland,Helensburgh,2021-04-12,2021-04-13,14830389,Positive,   26832,   23619.35,   30044.91,NA,   26832.13,   4543.56,NA, 11.60,NA, 21307874,   44.62,SEPA
6098,Highland,Helensburgh,2021-04-28,2021-04-29,14869792,Weak Positive,    1176,    1521.16,     832.67,NA,    1176.91,    486.84,NA, 23.75,NA, 21525952,    1.98,SEPA
6099,Highland,Helensburgh,2021-05-05,2021-05-06,14894520,Positive (DNQ),    3263,    2425.81,    4102.17,NA,    3263.99,   1185.37,NA, 16.26,NA, 21410371,    5.45,SEPA
6100,Highland,Helensburgh,2021-05-12,2021-05-13,14924013,Positive (DNQ),    1966,    2700.08,    1232.95,NA,    1966.52,   1037.42,NA, 11.57,NA, 21307090,    3.27,SEPA
6101,Highland,Helensburgh,2021-05-19,2021-05-20,14949964,Weak Positive,     678,     971.44,     384.75,NA,     678.09,    414.86,NA, 11.22,NA, 21297791,    1.13,SEPA
6102,Highland,Helensburgh,2021-05-27,2021-05-28,14961220,Positive (DNQ),    3009,    3717.70,    2300.76,NA,    3009.23,   1001.92,NA, 10.28,NA, 21271327,    5.00,SEPA
6103,Highland,Helensburgh,2021-06-01,2021-06-02,14993038,Positive (DNQ),    7290,    5946.83,    8634.12,NA,    7290.47,   1900.20,NA,  9.08,NA, 21233841,   12.08,SEPA
6104,Highland,Helensburgh,2021-06-08,2021-06-09,15022942,Positive (DNQ),    3424,    5195.98,    1651.17,NA,    3423.57,   2506.56,NA, 11.38,NA, 21302077,    5.69,SEPA
6105,Highland,Helensburgh,2021-06-15,2021-06-17,15038268,Negative,       0,NA,NA,NA,NA,NA,NA, 19.47,NA, 21465256,    0.00,SEPA
6106,Highland,Helensburgh,2021-06-24,2021-06-25,15068324,Positive (DNQ),    7004,    8215.75,    5791.31,NA,    7003.53,   1714.33,NA, 19.90,NA, 21471921,   11.74,SEPA
6107,Highland,Helensburgh,2021-06-29,2021-06-30,15080434,Positive (DNQ),    3253,    4060.07,    2446.48,NA,    3253.28,   1140.98,NA, 14.91,NA, 21384017,    5.43,SEPA
6108,Highland,Helensburgh,2021-07-08,2021-07-09,15120923,Positive (DNQ),    8427,    8424.22,    8429.44,NA,    8426.83,      3.69,NA, 16.64,NA, 21417401,   14.08,SEPA - Low Volume
6109,Highland,Helensburgh,2021-07-12,2021-07-14,15150283,Negative,       0,NA,NA,NA,NA,NA,NA, 16.97,NA, 21423378,    0.00,SEPA - Low Volume
6110,Highland,Helensburgh,2021-07-23,2021-07-26,15171107,Positive,   40713,   40713.71,NA,NA,   40713.71,NA,NA, 13.98,NA, 21364456,   67.88,SEPA - Low Volume
6111,Highland,Helensburgh,2021-07-27,2021-07-28,15188403,Positive,   22123,   24070.65,   20176.54,NA,   22123.59,   2753.55,NA, 16.78,NA, 21419951,   36.98,SEPA - Low Volume
6112,Highland,Helensburgh,2021-08-06,2021-08-09,15215082,Positive,   15142,   15134.00,   15151.00,NA,   15142.50,     12.02,NA, 12.23,NA, 21323893,   25.20,SEPA - Low Volume
6113,Highland,Helensburgh,2021-08-10,2021-08-11,15239963,Positive (DNQ),    9231,    7885.00,   10576.00,NA,    9230.50,   1902.82,NA, 15.26,NA, 21391069,   15.41,SEPA - Low Volume
6114,Highland,Helensburgh,2021-08-20,2021-08-23,15253199,Weak Positive,    3482,    3512.18,    3452.18,NA,    3482.18,     42.43,NA, 10.24,NA, 21270149,    5.78,SEPA - Low Volume
6115,Highland,Helensburgh,2021-08-25,2021-08-26,15282397,Weak Positive,    3923,       0.00,    7845.67,NA,    3922.83,   5547.72,NA, 16.72,NA, 21418861,    6.56,SEPA - Low Volume
6116,Highland,Helensburgh,2021-08-31,2021-09-01,15298112,Negative,       0,NA,NA,NA,NA,NA,NA, 11.70,NA, 21310473,    0.00,SEPA - Low Volume
6117,Highland,Helensburgh,2021-09-06,2021-09-07,15331211,Positive,  977285,  959912.99,  994657.32,NA,  977285.16,  24567.96,NA, 21.89,NA, 21501021, 1639.82,SEPA - Low Volume
6118,Highland,Helensburgh,2021-09-15,2021-09-16,15347901,Positive,   73612,   73612.41,NA,NA,   73612.41,NA,NA,  9.47,NA, 21246534,  122.05,SEPA - Low Volume
6119,Highland,Helensburgh,2021-09-22,2021-09-23,15374801,Positive,  207269,  225670.16,  188868.46,NA,  207269.31,  26022.73,NA, 22.15,NA, 21504629,  347.84,SEPA - Low Volume
6120,Highland,Helensburgh,2021-09-28,2021-09-29,15412975,Positive,  209144,  217505.23,  200783.10,NA,  209144.17,  11824.33,NA, 17.22,NA, 21427831,  349.74,SEPA - Low Volume
6121,Highland,Helensburgh,2021-10-04,2021-10-05,15434362,Positive,  141026,  153630.68,  128422.28,NA,  141026.48,  17825.03,NA, 15.19,NA, 21389671,  235.41,SEPA - Low Volume
6122,Highland,Helensburgh,2021-10-20,2021-10-21,15489487,Positive,   42304,   46474.30,   38134.10,NA,   42304.20,   5897.41,NA,  8.05,NA, 21197542,   69.98,SEPA - Low Volume
6123,Highland,Helensburgh,2021-10-26,2021-10-27,15505649,Positive,   50074,   42713.79,   57434.71,NA,   50074.25,  10409.26,NA,  8.39,NA, 21210007,   82.88,SEPA - Low Volume
6124,Highland,Helensburgh,2021-11-01,2021-11-02,15533804,Positive,   62487,   51933.40,   73040.95,NA,   62487.18,  14925.30,NA,  5.89,NA, 21103645,  102.91,SEPA - Low Volume
6125,Highland,Helensburgh,2021-11-05,2021-11-08,15538451,Positive,   71722,   84735.80,   58708.91,NA,   71722.35,  18403.79,NA,  9.67,NA, 21252845,  118.96,SEPA - Low Volume
6126,Highland,Helensburgh,2021-11-08,2021-11-09,15553427,Positive,   73147,   75053.52,   71242.06,NA,   73147.79,   2695.11,NA,  9.25,NA, 21239438,  121.24,SEPA - Low Volume
6127,Highland,Helensburgh,2021-11-12,2021-11-17,15562341,Positive,  115682,   85223.00,  146142.00,NA,  115682.50,  43076.24,NA,  9.18,NA, 21237146,  191.73,SEPA - Low Volume
6128,Highland,Helensburgh,2021-11-15,2021-11-16,15584781,Positive,  141586,  147623.07,  135550.59,NA,  141586.83,   8536.53,NA,  7.33,NA, 21169338,  233.91,SEPA - Low Volume
6129,Highland,Helensburgh,2021-11-19,2021-11-22,15589672,Positive,   28066,   27607.97,   28525.17,NA,   28066.57,    648.56,NA,  6.31,NA, 21124311,   46.27,SEPA - Low Volume
6130,Highland,Helensburgh,2021-11-22,2021-11-23,15611609,Positive,   40481,   49652.03,   31311.18,NA,   40481.60,  12968.94,NA,  9.98,NA, 21262376,   67.17,SEPA - Low Volume
6131,Highland,Helensburgh,2021-12-06,2021-12-07,15656292,Positive,  106599,   89564.00,  123634.00,NA,  106599.00,  24091.13,NA, 10.86,NA, 21287924,  177.09,SEPA - Low Volume
6132,Highland,Helensburgh,2021-12-16,2021-12-17,15670396,Positive,   24719,   22698.22,   26740.91,NA,   24719.56,   2858.61,NA,  8.68,NA, 21220251,   40.94,SEPA - Low Volume
6133,Highland,Helensburgh,2021-12-17,2021-12-20,15681605,Positive,   73199,   65882.42,   80515.95,NA,   73199.19,  10347.47,NA,  7.64,NA, 21181802,  121.00,SEPA - Low Volume
6134,Highland,Helensburgh,2021-12-20,2021-12-21,15690336,Positive,  172661,  133672.48,  211650.90,NA,  172661.69,  55139.06,NA, 10.24,NA, 21270149,  286.60,SEPA - Low Volume
6135,Highland,Helensburgh,2021-12-29,2021-12-30,15697649,Positive,  105312,  110461.21,  100163.62,NA,  105312.41,   7281.50,NA,  8.89,NA, 21227461,  174.46,SEPA - Low Volume
6136,Highland,Helensburgh,2022-01-04,2022-01-05,15757674,Positive,  133670,  134038.31,  133303.12,NA,  133670.72,    519.86,NA,  9.05,NA, 21232842,  221.49,SEPA - Low Volume
6137,Highland,Helensburgh,2022-01-18,2022-01-19,15776946,Positive,   50961,   54794.47,   47128.97,NA,   50961.72,   5420.33,NA, 11.58,NA, 21307351,   84.74,SEPA - Low Volume
6138,Highland,Helensburgh,2022-01-20,2022-01-21,15778826,Positive,   48277,   63922.51,   32632.29,NA,   48277.40,  22125.53,NA,  9.88,NA, 21259334,   80.10,SEPA - Low Volume
6139,Highland,Helensburgh,2022-01-31,2022-02-01,NA,Positive,   77317,   81459.06,   73176.76,NA,   77317.91,   5856.46,NA,  9.08,NA, 21233841,  128.12,SEPA - Low Volume
6140,Highland,Helensburgh,2022-02-01,2022-02-02,15826625,Positive,   55980,   53733.07,   58227.20,NA,   55980.14,   3177.83,NA,  7.95,NA, 21193777,   92.59,SEPA - Low Volume
6141,Highland,Helensburgh,2022-02-08,2022-02-09,NA,Positive,  123679,  142863.29,  104495.98,NA,  123679.64,  27129.79,NA,NA,NA,NA,  244.74,SEPA - Low Volume
6142,Highland,Helensburgh,2022-02-09,2022-02-10,NA,Positive,  120720,  136892.12,  104547.92,NA,  120720.02,  22870.80,NA,NA,NA,NA,  238.88,SEPA - Low Volume
6143,Highland,Nairn,2020-06-04,NA,13953141,Negative,       0,NA,NA,NA,NA,NA,  3913920,NA,NA,NA,    0.00,SEPA
6144,Highland,Nairn,2020-08-17,NA,14074812,Negative,       0,NA,NA,NA,NA,NA,  2781216, 26.69,7.2,  3347421,    0.00,SEPA
6145,Highland,Nairn,2020-08-25,NA,14144259,Negative,       0,NA,     433.94,NA,     433.94,NA,  3423168, 26.40,7.3,  3376591,    0.00,SEPA
6146,Highland,Nairn,2020-09-02,NA,14114751,Negative,       0,NA,NA,NA,NA,NA,  3054240, 27.34,7.1,  3284060,    0.00,SEPA
